2
1.78947,0.526316,3.44654,
1.89474,0.526316,3.08184,
2,0.526316,2.98975,
0,0.631579,2.74732,
0.105263,0.631579,3.45323,
0.210526,0.631579,4.38703,
0.315789,0.631579,5.5012,
0.421053,0.631579,6.76053,
0.526316,0.631579,8.12808,
0.631579,0.631579,9.54654,
0.736842,0.631579,10.965,
0.842105,0.631579,11.85,
0.947368,0.631579,12.1965,
1.05263,0.631579,12.0446,
1.15789,0.631579,11.4108,
1.26316,0.631579,10.2861,
1.36842,0.631579,8.70155,
1.47368,0.631579,7.20853,
1.57895,0.631579,5.86606,
1.68421,0.631579,4.72874,
1.78947,0.631579,3.82029,
1.89474,0.631579,3.15363,
2,0.631579,2.74732,
0,0.736842,2.20717,
0.105263,0.736842,3.19926,
0.210526,0.736842,4.39529,
0.315789,0.736842,5.7805,
0.421053,0.736842,7.35429,
0.526316,0.736842,9.11194,
0.631579,0.736842,10.965,
0.736842,0.736842,12.3515,
0.842105,0.736842,13.2381,
0.947368,0.736842,13.6159,
1.05263,0.736842,13.4971,
1.15789,0.736842,12.8948,
1.26316,0.736842,11.8209,
1.36842,0.736842,10.3045,
1.47368,0.736842,8.39313,
1.57895,0.736842,6.65509,
1.68421,0.736842,5.17668,
1.78947,0.736842,3.95227,
1.89474,0.736842,2.96506,
2,0.736842,2.20717,
0,0.842105,1.42784,
0.105263,0.842105,2.74135,
0.210526,0.842105,4.21436,
0.315789,0.842105,5.87124,
0.421053,0.842105,7.76419,
0.526316,0.842105,10.0004,
0.631579,0.842105,11.85,
0.736842,0.842105,13.2381,
0.842105,0.842105,14.1349,
0.947368,0.842105,14.5318,
1.05263,0.842105,14.4334,
1.15789,0.842105,13.8503,
1.26316,0.842105,12.7981,
1.36842,0.842105,11.3023,
1.47368,0.842105,9.40442,
1.57895,0.842105,7.18449,
1.68421,0.842105,5.37061,
1.78947,0.842105,3.84706,
1.89474,0.842105,2.54718,
2,0.842105,1.42784,
0,0.947368,0.493784,
0.105263,0.947368,2.12393,
0.210526,0.947368,3.84956,
0.315789,0.947368,5.7259,
0.421053,0.947368,7.83085,
0.526316,0.947368,10.2754,
0.631579,0.947368,12.1965,
0.736842,0.947368,13.6159,
0.842105,0.947368,14.5318,
0.947368,0.947368,14.943,
1.05263,0.947368,14.8542,
1.15789,0.947368,14.275,
1.26316,0.947368,13.2189,
1.36842,0.947368,11.7024,
1.47368,0.947368,9.73771,
1.57895,0.947368,7.30783,
1.68421,0.947368,5.27422,
1.78947,0.947368,3.51818,
1.89474,0.947368,1.94874,
2,0.947368,0.493784,
0,1.05263,-0.493784,
0.105263,1.05263,1.41103,
0.210526,1.05263,3.33407,
0.315789,1.05263,5.35195,
0.421053,1.05263,7.55792,
0.526316,1.05263,10.0739,
0.631579,1.05263,12.0446,
0.736842,1.05263,13.4971,
0.842105,1.05263,14.4334,
0.947368,1.05263,14.8542,
1.05263,1.05263,14.7654,
1.15789,1.05263,14.1766,
1.26316,1.05263,13.1002,
1.36842,1.05263,11.5505,
1.47368,1.05263,9.53623,
1.57895,1.05263,7.0349,
1.68421,1.05263,4.90027,
1.78947,1.05263,3.00268,
1.89474,1.05263,1.23584,
2,1.05263,-0.493784,
0,1.15789,-1.42784,
0.105263,1.15789,0.679886,
0.210526,1.15789,2.72373,
0.315789,1.15789,4.78991,
0.421053,1.15789,6.97498,
0.526316,1.15789,9.41776,
0.631579,1.15789,11.4108,
0.736842,1.15789,12.8948,
0.842105,1.15789,13.8503,
0.947368,1.15789,14.275,
1.05263,1.15789,14.1766,
1.15789,1.15789,13.5657,
1.26316,1.15789,12.4548,
1.36842,1.15789,10.8632,
1.47368,1.15789,8.8218,
1.57895,1.15789,6.39527,
1.68421,1.15789,4.28928,
1.78947,1.15789,2.35643,
1.89474,1.15789,0.485715,
2,1.15789,-1.42784,
0,1.26316,-2.20717,
0.105263,1.26316,0.0126329,
0.210526,1.26316,2.09106,
0.315789,1.26316,4.10897,
0.421053,1.26316,6.13432,
0.526316,1.26316,8.21132,
0.631579,1.26316,10.2861,
0.736842,1.26316,11.8209,
0.842105,1.26316,12.7981,
0.947368,1.26316,13.2189,
1.05263,1.26316,13.1002,
1.15789,1.26316,12.4548,
1.26316,1.26316,11.2902,
1.36842,1.26316,9.62562,
1.47368,1.26316,7.49251,
1.57895,1.26316,5.43512,
1.68421,1.26316,3.50514,
1.78947,1.26316,1.64804,
1.89474,1.26316,-0.221564,
2,1.26316,-2.20717,
0,1.36842,-2.74732,
0.105263,1.36842,-0.513241,
0.210526,1.36842,1.5189,
0.315789,1.36842,3.4206,
0.421053,1.36842,5.242,
0.526316,1.36842,7.00706,
0.631579,1.36842,8.70155,
0.736842,1.36842,10.3045,
0.842105,1.36842,11.3023,
0.947368,1.36842,11.7024,
1.05263,1.36842,11.5505,
1.15789,1.36842,10.8632,
1.26316,1.36842,9.62562,
1.36842,1.36842,7.85657,
1.47368,1.36842,6.08751,
1.57895,1.36842,4.34753,
1.68421,1.36842,2.64814,
1.78947,1.36842,0.952163,
1.89474,1.36842,-0.812841,
2,1.36842,-2.74732,
0,1.47368,-2.98975,
0.105263,1.47368,-0.837174,
0.210526,1.47368,1.07718,
0.315789,1.47368,2.81252,
0.421053,1.47368,4.40602,
0.526316,1.47368,5.87337,
0.631579,1.47368,7.20853,
0.736842,1.47368,8.39313,
0.842105,1.47368,9.40442,
0.947368,1.47368,9.73771,
1.05263,1.47368,9.53623,
1.15789,1.47368,8.8218,
1.26316,1.47368,7.49251,
1.36842,1.47368,6.08751,
1.47368,1.47368,4.65343,
1.57895,1.47368,3.21936,
1.68421,1.47368,1.78773,
1.78947,1.47368,0.325309,
1.89474,1.47368,-1.23465,
2,1.47368,-2.98975,
0,1.57895,-2.9082,
0.105263,1.57895,-0.922881,
0.210526,1.57895,0.814475,
0.315789,1.57895,2.34629,
0.421053,1.57895,3.69619,
0.526316,1.57895,4.87189,
0.631579,1.57895,5.86606,
0.736842,1.57895,6.65509,
0.842105,1.57895,7.18449,
0.947368,1.57895,7.30783,
1.05263,1.57895,7.0349,
1.15789,1.57895,6.39527,
1.26316,1.57895,5.43512,
1.36842,1.57895,4.34753,
1.47368,1.57895,3.21936,
1.57895,1.57895,2.08873,
1.68421,1.57895,0.958106,
1.78947,1.57895,-0.204009,
1.89474,1.57895,-1.4613,
2,1.57895,-2.9082,
0,1.68421,-2.5115,
0.105263,1.68421,-0.760626,
0.210526,1.68421,0.75731,
0.315789,1.68421,2.06198,
0.421053,1.68421,3.16054,
0.526316,1.68421,4.05193,
0.631579,1.68421,4.72874,
0.736842,1.68421,5.17668,
0.842105,1.68421,5.37061,
0.947368,1.68421,5.27422,
1.05263,1.68421,4.90027,
1.15789,1.68421,4.28928,
1.26316,1.68421,3.50514,
1.36842,1.68421,2.64814,
1.47368,1.68421,1.78773,
1.57895,1.68421,0.958106,
1.68421,1.68421,0.159975,
1.78947,1.68421,-0.638156,
1.89474,1.68421,-1.49833,
2,1.68421,-2.5115,
0,1.78947,-1.84264,
0.105263,1.78947,-0.365431,
0.210526,1.78947,0.913407,
0.315789,1.78947,1.98379,
0.421053,1.78947,2.83208,
0.526316,1.78947,3.44654,
0.631579,1.78947,3.82029,
0.736842,1.78947,3.95227,
0.842105,1.78947,3.84706,
0.947368,1.78947,3.51818,
1.05263,1.78947,3.00268,
1.15789,1.78947,2.35643,
1.26316,1.78947,1.64804,
1.36842,1.78947,0.952163,
1.47368,1.78947,0.325309,
1.57895,1.78947,-0.204009,
1.68421,1.78947,-0.638156,
1.78947,1.78947,-1.01026,
1.89474,1.78947,-1.38236,
2,1.78947,-1.84264,
0,1.89474,-0.974098,
0.105263,1.89474,0.228133,
0.210526,1.89474,1.27796,
0.315789,1.89474,2.12767,
0.421053,1.89474,2.73745,
0.526316,1.89474,3.08184,
0.631579,1.89474,3.15363,
0.736842,1.89474,2.96506,
0.842105,1.89474,2.54718,
0.947368,1.89474,1.94874,
1.05263,1.89474,1.23584,
1.15789,1.89474,0.485715,
1.26316,1.89474,-0.221564,
1.36842,1.89474,-0.812841,
1.47368,1.89474,-1.23465,
1.57895,1.89474,-1.4613,
1.68421,1.89474,-1.49833,
1.78947,1.89474,-1.38236,
1.89474,1.89474,-1.17823,
2,1.89474,-0.974098,
0,2,-7.34788e-16,
0.105263,2,0.974098,
0.210526,2,1.84264,
0.315789,2,2.5115,
0.421053,2,2.9082,
0.526316,2,2.98975,
0.631579,2,2.74732,
0.736842,2,2.20717,
0.842105,2,1.42784,
0.947368,2,0.493784,
1.05263,2,-0.493784,
1.15789,2,-1.42784,
1.26316,2,-2.20717,
1.36842,2,-2.74732,
1.47368,2,-2.98975,
1.57895,2,-2.9082,
1.68421,2,-2.5115,
1.78947,2,-1.84264,
1.89474,2,-0.974098,
2,2,-1.46958e-15,
